dataset,split,num_experts,points_per_split,nlpd_experts,nlpd_single_gp,nlpd_gpoe,nlpd_phs,nlpd_bhs
autompg,1,4,10,2.408685429576511,2.282089979616825,2.251399406448402,2.2213136286867026,2.2714519134457016
autompg,1,6,2,2.484746395404217,2.282089979616825,2.311651136602036,2.3066287330718533,2.364298586761762
autompg,1,6,5,2.484746395404217,2.282089979616825,2.311651136602036,2.3206314420611216,2.360398176416029
autompg,1,6,10,2.484746395404217,2.282089979616825,2.311651136602036,2.2968616617973425,2.3532678256177206
autompg,2,2,2,2.517066862108611,2.4438382587337,2.4648576846091417,2.4442664000250005,2.4658186926343264
autompg,2,2,5,2.517066862108611,2.4438382587337,2.4648576846091417,2.4724499928037216,2.465461206210044
autompg,2,2,10,2.517066862108611,2.4438382587337,2.4648576846091417,2.5423070240099856,2.4651286778463226
autompg,2,4,2,2.614002148666279,2.4438382587337,2.4854959660064866,2.475034895829229,2.5027559073941585
autompg,2,4,5,2.614002148666279,2.4438382587337,2.4854959660064866,2.472794413050651,2.4981593654996086
autompg,2,4,10,2.614002148666279,2.4438382587337,2.4854959660064866,2.436442705397142,2.496523228739424
autompg,2,6,2,2.740737800033221,2.4438382587337,2.47085773333936,2.4468858064334222,2.497801833046893
autompg,2,6,5,2.740737800033221,2.4438382587337,2.47085773333936,2.4174642273688423,2.4956028851751912
autompg,2,6,10,2.740737800033221,2.4438382587337,2.47085773333936,2.4330058409451207,2.488057403430568
autompg,3,2,2,2.25759729481314,2.236100449405178,2.23893820373905,2.169873258521556,2.205857685821885
autompg,3,2,5,2.25759729481314,2.236100449405178,2.23893820373905,2.1295026555612733,2.206721535331524
autompg,3,2,10,2.25759729481314,2.236100449405178,2.23893820373905,2.1623951903518943,2.2091905493462143
autompg,3,4,2,2.325082384463363,2.236100449405178,2.231659014247554,2.1579089868060053,2.2456150158421524
autompg,3,4,5,2.325082384463363,2.236100449405178,2.231659014247554,2.1132913270711606,2.2418388302739736
autompg,3,4,10,2.325082384463363,2.236100449405178,2.231659014247554,2.093466910817986,2.239710728051697
autompg,3,6,2,2.3760384956044263,2.236100449405178,2.1927868038026155,2.134793585256221,2.248413536342276
autompg,3,6,5,2.3760384956044263,2.236100449405178,2.1927868038026155,2.154341080147045,2.2487012751615505
autompg,3,6,10,2.3760384956044263,2.236100449405178,2.1927868038026155,2.133578647879377,2.2399165701886137
autompg,4,2,2,2.3246028899729074,2.2843028108589327,2.28823544999076,2.306838205121421,2.3094295626017565
autompg,4,2,5,2.3246028899729074,2.2843028108589327,2.28823544999076,2.2780467291889512,2.3078435022781454
autompg,4,2,10,2.3246028899729074,2.2843028108589327,2.28823544999076,2.268293415434764,2.304755304630953
autompg,4,4,2,2.3876907348311764,2.2843028108589327,2.2990789494465185,2.2895253953858496,2.341671798478813
autompg,4,4,5,2.3876907348311764,2.2843028108589327,2.2990789494465185,2.290140877707496,2.3443346428398786
autompg,4,4,10,2.3876907348311764,2.2843028108589327,2.2990789494465185,2.292637327748047,2.3456863714761043
autompg,4,6,2,2.471055218449868,2.2843028108589327,2.3156703575768853,2.316291564377825,2.395302766548489
autompg,4,6,5,2.471055218449868,2.2843028108589327,2.3156703575768853,2.2997012445655693,2.3861787099641765
autompg,4,6,10,2.471055218449868,2.2843028108589327,2.3156703575768853,2.3383171637248834,2.386362050259447
autompg,5,2,2,2.4301407723754003,2.3668841753807643,2.3998733106635943,2.394656683734501,2.372843000227487
autompg,5,2,5,2.4301407723754003,2.3668841753807643,2.3998733106635943,2.3449961240869848,2.3679384720856755
autompg,5,2,10,2.4301407723754003,2.3668841753807643,2.3998733106635943,2.316998727114958,2.367555091209386
autompg,5,4,2,2.499466831898619,2.3668841753807643,2.390797667110416,2.3946769463786044,2.401903253162956
autompg,5,4,5,2.499466831898619,2.3668841753807643,2.390797667110416,2.395581973662383,2.403875607839638
autompg,5,4,10,2.499466831898619,2.3668841753807643,2.390797667110416,2.390023068850125,2.402592110114554
autompg,5,6,2,2.613398682628633,2.3668841753807643,2.426518011535572,2.42849972336576,2.485444649772325
autompg,5,6,5,2.613398682628633,2.3668841753807643,2.426518011535572,2.4390062229763894,2.4803993053984
autompg,5,6,10,2.613398682628633,2.3668841753807643,2.426518011535572,2.411481588534365,2.482138148805608
autompg,6,2,2,2.6808826313194274,2.635153937332576,2.6407170572181937,2.5527152773438915,2.551947806574311
autompg,6,2,5,2.6808826313194274,2.635153937332576,2.6407170572181937,2.5328065480164983,2.5506538406120742
autompg,6,2,10,2.6808826313194274,2.635153937332576,2.6407170572181937,2.464132663457089,2.55059391844249
autompg,6,4,2,2.742662359542452,2.635153937332576,2.610936514116528,2.526254400047706,2.512367025408109
autompg,6,4,5,2.742662359542452,2.635153937332576,2.610936514116528,2.507097880623835,2.5126842851246174
autompg,6,4,10,2.742662359542452,2.635153937332576,2.610936514116528,2.4471930943832163,2.5125051139327925
autompg,6,6,2,2.8051158324915906,2.635153937332576,2.6552659236741025,2.5969907607349056,2.5196230221814027
autompg,6,6,5,2.8051158324915906,2.635153937332576,2.6552659236741025,2.527463252665513,2.5104155781939976
autompg,6,6,10,2.8051158324915906,2.635153937332576,2.6552659236741025,2.528415311748804,2.5090582941783133
autompg,7,2,2,2.5514731985735537,2.547957587582855,2.5081788390725333,2.46046240768045,2.5095571024234697
autompg,7,2,5,2.5514731985735537,2.547957587582855,2.5081788390725333,2.4401886648341287,2.513859461235333
autompg,7,2,10,2.5514731985735537,2.547957587582855,2.5081788390725333,2.444554913566704,2.51479982442757
autompg,7,4,2,2.557344663153912,2.547957587582855,2.4792651246291224,2.4362306477205804,2.49274189974962
autompg,7,4,5,2.557344663153912,2.547957587582855,2.4792651246291224,2.4324947319977093,2.4901811931858098
autompg,7,4,10,2.557344663153912,2.547957587582855,2.4792651246291224,2.437757612779237,2.4883647786241725
autompg,7,6,2,2.5478027241921963,2.547957587582855,2.414795896349593,2.396035225393308,2.409447157461991
autompg,7,6,5,2.5478027241921963,2.547957587582855,2.414795896349593,2.388152986903033,2.4021241786541747
autompg,7,6,10,2.5478027241921963,2.547957587582855,2.414795896349593,2.355364270781409,2.392924761989864
autompg,8,2,2,2.40461541894056,2.3615328228274555,2.3665588474457,2.349658547671232,2.384306764668081
autompg,8,2,5,2.40461541894056,2.3615328228274555,2.3665588474457,2.306796464315789,2.38453948894178
autompg,8,2,10,2.40461541894056,2.3615328228274555,2.3665588474457,2.3220106586087392,2.3836847914732084
autompg,8,4,2,2.5979728208003112,2.3615328228274555,2.454426840201809,2.415683569293383,2.3969471797020026
autompg,8,4,5,2.5979728208003112,2.3615328228274555,2.454426840201809,2.429725246659425,2.402893486536258
autompg,8,4,10,2.5979728208003112,2.3615328228274555,2.454426840201809,2.4232094149641465,2.410906731455769
autompg,8,6,2,2.863747932187131,2.3615328228274555,2.667360864125315,2.6087517404943927,2.4632491624127
autompg,8,6,5,2.863747932187131,2.3615328228274555,2.667360864125315,2.5821857338338665,2.480884938695347
autompg,8,6,10,2.863747932187131,2.3615328228274555,2.667360864125315,2.571830839871485,2.506229048556924
autompg,9,2,2,2.22942408034582,2.165383843474992,2.2044952633983548,2.199864596104101,2.2134016652492514
autompg,9,2,5,2.22942408034582,2.165383843474992,2.2044952633983548,2.169971821145663,2.2132924877100737
autompg,9,2,10,2.22942408034582,2.165383843474992,2.2044952633983548,2.147650251114851,2.2137199646932286
autompg,9,4,2,2.298253090046882,2.165383843474992,2.213680977602394,2.1627874065658355,2.2176383820262093
autompg,9,4,5,2.298253090046882,2.165383843474992,2.213680977602394,2.1656244288936515,2.216063249089399
autompg,9,4,10,2.298253090046882,2.165383843474992,2.213680977602394,2.164021960456913,2.2095121597512306
autompg,9,6,2,2.3877421991266163,2.165383843474992,2.258160957333847,2.227107156170201,2.2616278634758498
autompg,9,6,5,2.3877421991266163,2.165383843474992,2.258160957333847,2.252173888347516,2.265093177756395
autompg,9,6,10,2.3877421991266163,2.165383843474992,2.258160957333847,2.1325389341933274,2.2503225999118737
concreteslump,0,2,2,4.787799490021824,4.582192129198026,4.765691649412914,4.7244990751272935,4.779891119512311
concreteslump,0,2,5,4.787799490021824,4.582192129198026,4.765691649412914,4.694645976080018,4.780737912683448
concreteslump,0,2,10,4.787799490021824,4.582192129198026,4.765691649412914,4.640270220912498,4.781643855323665
concreteslump,0,4,2,5.316497208679129,4.582192129198026,5.102927973946025,5.185670209470285,5.247523799097703
concreteslump,0,4,5,5.316497208679129,4.582192129198026,5.102927973946025,5.1411653733924965,5.234799399612278
concreteslump,0,4,10,5.316497208679129,4.582192129198026,5.102927973946025,5.1244608266588365,5.227815644347558
concreteslump,0,6,2,5.528940521656111,4.582192129198026,5.336306554690954,5.452089681136691,5.477458433905416
concreteslump,0,6,5,5.528940521656111,4.582192129198026,5.336306554690954,5.43759564036654,5.477979984715155
concreteslump,1,2,2,5.0723614705255615,4.670025476722927,5.0511359021810485,5.08036302278226,5.063647970370507
concreteslump,2,2,2,4.747240477726296,4.545493998455627,4.711866530815144,4.681039230020349,4.739754529704117
concreteslump,3,2,2,4.9752618873217,4.685389806362374,4.87523107065421,4.833050776278624,4.944396808732824
concreteslump,4,2,2,4.838322756744455,4.6047170733800336,4.799665895874587,4.768651527371179,4.825578030444806
concreteslump,5,2,2,4.725807107172354,4.543982099804963,4.676056267915763,4.653179054583108,4.717024112261693
concreteslump,0,6,10,5.528940521656111,4.582192129198026,5.336306554690954,5.4038739637580555,5.468216160953321
concreteslump,1,2,5,5.072361438469727,4.670025476722927,5.048605023803952,5.215760815090952,5.064241032310866
concreteslump,1,2,10,5.072361438469727,4.670025476722927,5.048605023803952,5.156143693686187,5.064138564015995
concreteslump,1,4,2,5.998529617593459,4.670025476722927,5.6933159735016785,5.930588046564536,5.669370493034317
concreteslump,1,4,5,5.998529617593459,4.670025476722927,5.6933159735016785,6.005189753565676,5.668438727254832
concreteslump,1,4,10,5.998529617593459,4.670025476722927,5.6933159735016785,5.8261893664410485,5.614389433069708
concreteslump,1,6,2,6.029078566672702,4.670025476722927,5.542865128433086,5.965820581159599,5.80342410264446
concreteslump,1,6,5,6.029078566672702,4.670025476722927,5.542865128433086,5.980594792708516,5.791079043575242
concreteslump,1,6,10,6.029078566672702,4.670025476722927,5.542865128433086,5.944986038979706,5.795218087937942
concreteslump,2,2,5,4.74724049036611,4.545493998455627,4.711770953152858,4.504133687924706,4.740219556828929
concreteslump,2,2,10,4.74724049036611,4.545493998455627,4.711770953152858,4.358468604462521,4.739269016477957
concreteslump,2,4,2,5.2273097739778684,4.545493998455627,4.986542983357936,5.06074478052483,5.177351753110238
concreteslump,2,4,5,5.2273097739778684,4.545493998455627,4.986542983357936,5.022431367215949,5.15690848369651
concreteslump,2,4,10,5.2273097739778684,4.545493998455627,4.986542983357936,4.958275000163169,5.136971243989105
concreteslump,2,6,2,5.485906743194932,4.545493998455627,5.330055640365398,5.4012187743687505,5.44327672289246
concreteslump,2,6,5,5.485906743194932,4.545493998455627,5.330055640365398,5.343862989760857,5.440126130220036
concreteslump,2,6,10,5.485906743194932,4.545493998455627,5.330055640365398,5.2216274734186845,5.417049090734236
concreteslump,3,2,5,4.975261903456339,4.685389806362374,4.875178754731465,4.781552358438501,4.945166713551173
concreteslump,3,2,10,4.975261903456339,4.685389806362374,4.875178754731465,4.7663263152779365,4.941854780169622
concreteslump,3,4,2,5.440931790393523,4.685389806362374,5.258743104786768,5.343991023914877,5.376503769457324
concreteslump,3,4,5,5.440931790393523,4.685389806362374,5.258743104786768,5.312453813650686,5.370734921164865
concreteslump,3,4,10,5.440931790393523,4.685389806362374,5.258743104786768,5.357242919464896,5.382824631348862
concreteslump,3,6,2,5.46455510352489,4.685389806362374,5.15291698241461,5.365005327342455,5.411660226091835
concreteslump,3,6,5,5.46455510352489,4.685389806362374,5.15291698241461,5.351893350645513,5.400746985861739
concreteslump,3,6,10,5.46455510352489,4.685389806362374,5.15291698241461,5.361110789872218,5.4002713747090825
concreteslump,4,2,5,4.83832277595738,4.6047170733800336,4.798728538440946,4.648494749128728,4.825861656927171
concreteslump,4,2,10,4.83832277595738,4.6047170733800336,4.798728538440946,4.611277320604255,4.827803028641576
concreteslump,4,4,2,5.412592021236499,4.6047170733800336,5.199274908975587,5.257342298995802,5.3624296201924615
concreteslump,4,4,5,5.412592021236499,4.6047170733800336,5.199274908975587,5.251624719780185,5.349878424544553
concreteslump,4,4,10,5.412592021236499,4.6047170733800336,5.199274908975587,5.213670181875821,5.357361184065382
concreteslump,4,6,2,5.489403729717053,4.6047170733800336,5.214095421112511,5.3646560091313775,5.384213297180333
concreteslump,4,6,5,5.489403729717053,4.6047170733800336,5.214095421112511,5.32874345715323,5.377417306906917
concreteslump,4,6,10,5.489403729717053,4.6047170733800336,5.214095421112511,5.282474652741266,5.379854306804095
concreteslump,5,2,5,4.725807108356777,4.543982099804963,4.674813435052569,4.4456202117715025,4.716503468405378
concreteslump,5,2,10,4.725807108356777,4.543982099804963,4.674813435052569,4.333454817841519,4.716785397253742
concreteslump,5,4,2,5.114914085844339,4.543982099804963,4.860179222718591,4.918126996544904,5.058248350401488
concreteslump,5,4,5,5.114914085844339,4.543982099804963,4.860179222718591,4.899743868763038,5.064771090450158
concreteslump,5,4,10,5.114914085844339,4.543982099804963,4.860179222718591,4.802763541840474,5.07056722782146
concreteslump,5,6,2,5.2839169655379665,4.543982099804963,4.941497633785446,5.084830765188221,5.225657582772602
concreteslump,5,6,5,5.2839169655379665,4.543982099804963,4.941497633785446,5.056261626520666,5.222007372265508
concreteslump,5,6,10,5.2839169655379665,4.543982099804963,4.941497633785446,5.007871712067896,5.219989192309249
concreteslump,6,2,2,4.833953750463082,4.647273496253847,4.818330309214162,4.790930066920644,4.828176078729578
concreteslump,6,2,5,4.833953750463082,4.647273496253847,4.818330309214162,4.754174569186953,4.82799455827512
concreteslump,6,2,10,4.833953750463082,4.647273496253847,4.818330309214162,4.7237795359531765,4.8288319773240875
concreteslump,6,4,2,5.349737590699267,4.647273496253847,5.304631890455694,5.238618859757626,5.313319213378408
concreteslump,6,4,5,5.349737590699267,4.647273496253847,5.304631890455694,5.21539268875368,5.310679722194327
concreteslump,6,4,10,5.349737590699267,4.647273496253847,5.304631890455694,5.2310622792266415,5.310861695938354
concreteslump,6,6,2,5.45268993087583,4.647273496253847,5.524348747859134,5.339724005591207,5.393168335167868
concreteslump,6,6,5,5.45268993087583,4.647273496253847,5.524348747859134,5.338344531270315,5.3844437861874965
concreteslump,6,6,10,5.45268993087583,4.647273496253847,5.524348747859134,5.334315526649256,5.381032399461582
