dataset,split,num_experts,points_per_split,nlpd_single_gp,nlpd_experts,nlpd_gpoe,nlpd_phs,nlpd_bhs
yacht,9,2,5,-0.33166610925973555,-0.2319210930252059,-0.44793794695773975,-0.5242739,-0.48776972
yacht,9,2,10,-0.33166610925973555,-0.2319210930252059,-0.44793794695773975,-0.600113,-0.49247152
yacht,9,4,2,-0.33166610925973555,0.5961756783004742,-0.030733040921825484,-0.37587687,-0.5477068
yacht,8,4,10,-0.9561357711631402,-0.3380784843042623,-0.592213468427925,-0.7237303,-0.7658438
yacht,9,4,5,-0.33166610925973555,0.5961756783004742,-0.030733040921825484,-0.35979855,-0.57105416
yacht,8,6,5,-0.9561357711631402,-0.3046100679055779,-0.726742891019963,-0.7853462,-0.65937525
yacht,4,6,10,-1.1623147077393454,0.005329580658968429,-0.7557079631351942,-0.9182653,-0.55182683
yacht,9,6,2,-0.33166610925973555,0.5157446140607744,-0.2406158150648068,-0.4594427,-0.5257566
autompg,0,2,2,2.3998651658614825,2.5047262999843234,2.481408091504479,2.4380176,2.4720223
yacht,0,6,10,2.9600901322794497,3.5737103587570673,3.114444289552779,0.5243809,0.40718216
autompg,0,2,5,2.3998651658614825,2.5047262999843234,2.481408091504479,2.413737,2.4740179
autompg,0,2,10,2.3998651658614825,2.5047262999843234,2.481408091504479,2.3184514,2.4709861
autompg,0,4,2,2.3998651658614825,2.528421726458663,2.4661892866696355,2.4028442,2.4335132
yacht,6,6,10,-1.1452929858452392,-0.15160349689224992,-0.78978423756311,-0.8148699,-0.6689998
autompg,0,4,5,2.3998651658614825,2.528421726458663,2.4661892866696355,2.361261,2.4368396
yacht,9,4,10,-0.33166610925973555,0.5961756783004742,-0.030733040921825484,-0.5066121,-0.57252836
autompg,0,6,2,2.3998651658614825,2.5469796614423417,2.397220839000772,2.3661158,2.4030426
yacht,1,6,10,0.25398768917236586,2.224684995253288,0.48349054146264575,-0.14658476,-0.545318
autompg,1,2,2,2.317374723230612,2.389033871578686,2.3612804319771246,2.3570704,2.3767843
yacht,9,6,5,-0.33166610925973555,0.5157446140607744,-0.2406158150648068,-0.5662644,-0.55032754
autompg,1,4,2,2.317374723230612,2.409858839816503,2.3247812454675296,2.322809,2.358327
autompg,1,2,5,2.317374723230612,2.389033871578686,2.3612804319771246,2.3751237,2.376147
yacht,2,6,10,-0.4614061005294896,2.152693896284356,1.3429859086195424,0.32943773,-0.31278682
autompg,1,2,10,2.317374723230612,2.389033871578686,2.3612804319771246,2.3670044,2.3768837
autompg,1,6,2,2.317374723230612,2.4952842349971687,2.3676811288490027,2.3743703,2.3873937
autompg,1,4,5,2.317374723230612,2.409858839816503,2.3247812454675296,2.3163517,2.3577347
autompg,2,2,2,2.477492034605903,2.560348710570352,2.528893823250621,2.5057714,2.5064263
autompg,2,2,5,2.477492034605903,2.560348710570352,2.528893823250621,2.5315118,2.5072055
autompg,0,6,5,2.3998651658614825,2.5469796614423417,2.397220839000772,2.3655033,2.400451
autompg,2,4,2,2.477492034605903,2.6422451976942725,2.5872798401002077,2.5883641,2.5526457
autompg,2,2,10,2.477492034605903,2.560348710570352,2.528893823250621,2.579059,2.5070713
autompg,0,4,10,2.3998651658614825,2.528421726458663,2.4661892866696355,2.3616915,2.433391
autompg,2,4,5,2.477492034605903,2.6422451976942725,2.5872798401002077,2.565344,2.5493202
autompg,2,6,2,2.477492034605903,2.754436736309374,2.5945106418025548,2.5609844,2.5121133
autompg,1,4,10,2.317374723230612,2.409858839816503,2.3247812454675296,2.3120174,2.3439293
autompg,1,6,5,2.317374723230612,2.4952842349971687,2.3676811288490027,2.3731334,2.3885536
autompg,3,2,2,2.264211886961934,2.305170773260927,2.2843263910679883,2.2587698,2.2738652
autompg,3,2,5,2.264211886961934,2.305170773260927,2.2843263910679883,2.22745,2.269693
autompg,3,4,2,2.264211886961934,2.3165916693302835,2.244365619728418,2.177195,2.2355702
yacht,5,6,10,-0.6504945486907512,0.09668314441791763,-0.5101450079735628,-0.66391224,-0.5671806
autompg,3,2,10,2.264211886961934,2.305170773260927,2.2843263910679883,2.2468207,2.269471
autompg,3,4,5,2.264211886961934,2.3165916693302835,2.244365619728418,2.1441615,2.2326155
autompg,3,6,2,2.264211886961934,2.3616104565243377,2.2305547474883682,2.1761875,2.2605717
autompg,4,2,2,2.2958378302306643,2.3406070513516983,2.31059017381157,2.3527305,2.333752
autompg,2,6,5,2.477492034605903,2.754436736309374,2.5945106418025548,2.5141034,2.5145948
autompg,2,4,10,2.477492034605903,2.6422451976942725,2.5872798401002077,2.5648468,2.553513
autompg,4,2,5,2.2958378302306643,2.3406070513516983,2.31059017381157,2.3110664,2.3327832
autompg,4,2,10,2.2958378302306643,2.3406070513516983,2.31059017381157,2.2977772,2.3315709
autompg,4,4,2,2.2958378302306643,2.4078084918665326,2.3158507093815994,2.3129985,2.3512206
autompg,3,4,10,2.264211886961934,2.3165916693302835,2.244365619728418,2.1359348,2.227939
autompg,4,6,2,2.2958378302306643,2.44423417561235,2.3281460160837293,2.32806,2.3794913
autompg,3,6,5,2.264211886961934,2.3616104565243377,2.2305547474883682,2.1755497,2.2648065
autompg,4,4,5,2.2958378302306643,2.4078084918665326,2.3158507093815994,2.3237317,2.3621833
yacht,8,6,10,-0.9561357711631402,-0.3046100679055779,-0.726742891019963,-0.84263104,-0.6866522
autompg,5,2,2,2.3619365911713954,2.437622328570405,2.4065489240363505,2.3960545,2.3780046
autompg,5,2,5,2.3619365911713954,2.437622328570405,2.4065489240363505,2.3553674,2.379481
autompg,5,2,10,2.3619365911713954,2.437622328570405,2.4065489240363505,2.3287733,2.3763475
autompg,5,4,2,2.3619365911713954,2.468902650652866,2.3781752696443914,2.352082,2.3629637
yacht,7,6,10,-0.5032271130671654,1.2001335297738023,0.4556385428180842,0.001846375,-0.38188583
autompg,5,4,5,2.3619365911713954,2.468902650652866,2.3781752696443914,2.345714,2.3612719
autompg,5,6,2,2.3619365911713954,2.561539526805511,2.457058092897036,2.4424174,2.444525
autompg,6,2,2,2.6373366950776083,2.673906733203326,2.6360225649913245,2.5402846,2.5424235
autompg,4,4,10,2.2958378302306643,2.4078084918665326,2.3158507093815994,2.3221753,2.3590415
autompg,4,6,5,2.2958378302306643,2.44423417561235,2.3281460160837293,2.3211584,2.3753235
autompg,6,4,2,2.6373366950776083,2.6601369970804267,2.5848166589576627,2.5184088,2.5331213
autompg,6,2,10,2.6373366950776083,2.673906733203326,2.6360225649913245,2.4546251,2.5437336
autompg,6,2,5,2.6373366950776083,2.673906733203326,2.6360225649913245,2.5208228,2.5433753
autompg,6,6,2,2.6373366950776083,2.739064354647842,2.627171045337249,2.6080847,2.5586293
autompg,6,4,5,2.6373366950776083,2.6601369970804267,2.5848166589576627,2.534474,2.5330935
autompg,5,4,10,2.3619365911713954,2.468902650652866,2.3781752696443914,2.3444417,2.3668857
autompg,5,6,5,2.3619365911713954,2.561539526805511,2.457058092897036,2.4507678,2.451179
autompg,7,2,2,2.558248663079847,2.5603090445955035,2.5248933240401388,2.48094,2.526115
yacht,9,6,10,-0.33166610925973555,0.5157446140607744,-0.2406158150648068,-0.5807214,-0.60316026
autompg,7,2,5,2.558248663079847,2.5603090445955035,2.5248933240401388,2.4707441,2.5248256
autompg,7,2,10,2.558248663079847,2.5603090445955035,2.5248933240401388,2.4734342,2.5301409
autompg,7,4,2,2.558248663079847,2.585533704984563,2.505932340523598,2.4694023,2.4981244
autompg,7,4,5,2.558248663079847,2.585533704984563,2.505932340523598,2.4642036,2.4975538
autompg,7,6,2,2.558248663079847,2.564180792283989,2.471372932982216,2.4521894,2.429397
autompg,0,6,10,2.3998651658614825,2.5469796614423417,2.397220839000772,2.3313763,2.3889513
autompg,6,6,5,2.6373366950776083,2.739064354647842,2.627171045337249,2.5421062,2.5612078
autompg,6,4,10,2.6373366950776083,2.6601369970804267,2.5848166589576627,2.4645422,2.5318
autompg,8,2,2,2.360382458356033,2.4348903096993517,2.392022393171506,2.3735733,2.3969502
autompg,8,2,5,2.360382458356033,2.4348903096993517,2.392022393171506,2.325571,2.3948765
autompg,8,2,10,2.360382458356033,2.4348903096993517,2.392022393171506,2.3304756,2.3915112
autompg,8,4,2,2.360382458356033,2.550127724328059,2.4348055646005644,2.407064,2.4086566
autompg,8,6,2,2.360382458356033,2.8178438203595224,2.621341931293806,2.5804718,2.4480174
autompg,8,4,5,2.360382458356033,2.550127724328059,2.4348055646005644,2.405868,2.4107714
autompg,7,6,5,2.558248663079847,2.564180792283989,2.471372932982216,2.4486215,2.4265873
autompg,7,4,10,2.558248663079847,2.585533704984563,2.505932340523598,2.4785414,2.4961207
autompg,9,2,2,2.1616183572477308,2.268862879028852,2.244165796687616,2.23598,2.2351732
autompg,9,2,5,2.1616183572477308,2.268862879028852,2.244165796687616,2.1957707,2.2335968
autompg,2,6,10,2.477492034605903,2.754436736309374,2.5945106418025548,2.4954166,2.5135763
autompg,9,4,2,2.1616183572477308,2.332348299425543,2.282530619804468,2.2355738,2.2476203
autompg,9,2,10,2.1616183572477308,2.268862879028852,2.244165796687616,2.1769269,2.2344189
autompg,9,4,5,2.1616183572477308,2.332348299425543,2.282530619804468,2.228573,2.2435362
autompg,9,6,2,2.1616183572477308,2.405516999490026,2.294966098231686,2.2505305,2.2545962
autompg,4,6,10,2.2958378302306643,2.44423417561235,2.3281460160837293,2.3265476,2.376151
concreteslump,0,2,2,4.569236052624083,4.74678254817712,4.726936991591588,4.6822596,4.7398505
autompg,1,6,10,2.317374723230612,2.4952842349971687,2.3676811288490027,2.3534596,2.3717701
autompg,8,6,5,2.360382458356033,2.8178438203595224,2.621341931293806,2.5479546,2.452337
concreteslump,0,2,5,4.569236052624083,4.74678254817712,4.726936991591588,4.664226,4.7394867
autompg,8,4,10,2.360382458356033,2.550127724328059,2.4348055646005644,2.3924875,2.4128988
concreteslump,0,4,2,4.569236052624083,5.219613369291718,4.976783758963515,5.0323234,5.0842757
concreteslump,0,2,10,4.569236052624083,4.74678254817712,4.726936991591588,4.5876303,4.7419224
concreteslump,0,4,5,4.569236052624083,5.219613369291718,4.976783758963515,5.0350947,5.0753736
autompg,9,4,10,2.1616183572477308,2.332348299425543,2.282530619804468,2.245971,2.2398353
concreteslump,0,6,2,4.569236052624083,5.671930574971523,5.515125671281523,5.470448,5.4070907
concreteslump,1,2,2,4.633683861346589,4.932583938845902,4.918656737488587,4.941877,4.9261494
concreteslump,1,2,5,4.633683861346589,4.932583938845902,4.918656737488587,5.0002236,4.925422
concreteslump,1,2,10,4.633683861346589,4.932583938845902,4.918656737488587,4.9604177,4.926368
autompg,9,6,5,2.1616183572477308,2.405516999490026,2.294966098231686,2.267251,2.2512457
concreteslump,1,4,2,4.633683861346589,6.321608709233133,6.052352604084837,6.1137223,5.5734277
concreteslump,1,6,2,4.633683861346589,6.385676376846656,5.711592681226416,6.115645,5.722677
concreteslump,1,4,5,4.633683861346589,6.321608709233133,6.052352604084837,6.293878,5.576918
autompg,6,6,10,2.6373366950776083,2.739064354647842,2.627171045337249,2.5357127,2.555772
concreteslump,2,2,2,4.526178199199496,4.677729924098108,4.648952970354622,4.5920396,4.673556
concreteslump,2,2,5,4.526178199199496,4.677729924098108,4.648952970354622,4.45578,4.672844
concreteslump,0,4,10,4.569236052624083,5.219613369291718,4.976783758963515,5.020249,5.0861354
autompg,5,6,10,2.3619365911713954,2.561539526805511,2.457058092897036,2.4212687,2.4479957
concreteslump,0,6,5,4.569236052624083,5.671930574971523,5.515125671281523,5.4564333,5.3973436
concreteslump,2,2,10,4.526178199199496,4.677729924098108,4.648952970354622,4.3043323,4.670881
concreteslump,2,4,2,4.526178199199496,5.15253172252742,4.939249877553027,4.941708,5.059573
concreteslump,1,4,10,4.633683861346589,6.321608709233133,6.052352604084837,5.896763,5.526903
concreteslump,2,4,5,4.526178199199496,5.15253172252742,4.939249877553027,4.9352555,5.056987
concreteslump,2,6,2,4.526178199199496,5.325274879235818,5.02873318244543,5.0606546,5.178083
concreteslump,3,2,2,4.6467961978634875,4.895308265106483,4.803635497654572,4.7620034,4.8686514
concreteslump,3,2,5,4.6467961978634875,4.895308265106483,4.803635497654572,4.70205,4.869067
concreteslump,1,6,5,4.633683861346589,6.385676376846656,5.711592681226416,6.1358714,5.7257376
concreteslump,3,2,10,4.6467961978634875,4.895308265106483,4.803635497654572,4.6948853,4.868431
concreteslump,3,4,2,4.6467961978634875,5.633437430253586,5.376153747254311,5.341795,5.3339944
concreteslump,3,6,2,4.6467961978634875,5.631999874784417,5.200485770482989,5.234545,5.3040257
concreteslump,3,4,5,4.6467961978634875,5.633437430253586,5.376153747254311,5.317373,5.306059
concreteslump,2,6,5,4.526178199199496,5.325274879235818,5.02873318244543,5.0315676,5.173394
concreteslump,4,2,2,4.571055291257076,4.728226033795832,4.699930658847431,4.6727304,4.723102
autompg,3,6,10,2.264211886961934,2.3616104565243377,2.2305547474883682,2.1687362,2.253144
concreteslump,4,2,5,4.571055291257076,4.728226033795832,4.699930658847431,4.5571656,4.722151
concreteslump,4,2,10,4.571055291257076,4.728226033795832,4.699930658847431,4.486376,4.721577
concreteslump,4,4,2,4.571055291257076,5.1820343916205855,5.002972674450893,4.970092,5.0079045
concreteslump,2,4,10,4.526178199199496,5.15253172252742,4.939249877553027,4.92929,5.048046
concreteslump,4,4,5,4.571055291257076,5.1820343916205855,5.002972674450893,4.9475484,5.010838
concreteslump,4,6,2,4.571055291257076,5.5617595059761085,5.084361828267242,5.137845,5.215053
concreteslump,3,6,5,4.6467961978634875,5.631999874784417,5.200485770482989,5.2287807,5.302397
concreteslump,5,2,2,4.537623003420656,4.691917448322969,4.644854587749816,4.6415977,4.684305
autompg,9,6,10,2.1616183572477308,2.405516999490026,2.294966098231686,2.1707084,2.239599
concreteslump,5,2,5,4.537623003420656,4.691917448322969,4.644854587749816,4.462791,4.683786
concreteslump,3,4,10,4.6467961978634875,5.633437430253586,5.376153747254311,5.32564,5.297804
concreteslump,5,4,2,4.537623003420656,5.12928605115074,4.8860993150581695,4.9043593,4.947311
concreteslump,5,2,10,4.537623003420656,4.691917448322969,4.644854587749816,4.3548713,4.6829705
concreteslump,5,4,5,4.537623003420656,5.12928605115074,4.8860993150581695,4.8697643,4.9462214
concreteslump,5,6,2,4.537623003420656,5.331589214576592,4.979213694736155,4.9808216,5.1401057
concreteslump,4,4,10,4.571055291257076,5.1820343916205855,5.002972674450893,4.933526,5.000413
concreteslump,6,2,2,4.645566524736954,4.798186248019081,4.7856265246988965,4.774687,4.793142
autompg,7,6,10,2.558248663079847,2.564180792283989,2.471372932982216,2.3927534,2.4255986
concreteslump,6,2,5,4.645566524736954,4.798186248019081,4.7856265246988965,4.750094,4.7919936
concreteslump,6,4,2,4.645566524736954,5.4731446624508475,5.228600894487166,5.1702466,5.2243996
concreteslump,4,6,5,4.571055291257076,5.5617595059761085,5.084361828267242,5.042261,5.215291
concreteslump,6,2,10,4.645566524736954,4.798186248019081,4.7856265246988965,4.747321,4.7952476
concreteslump,5,4,10,4.537623003420656,5.12928605115074,4.8860993150581695,4.7334843,4.9424005
concreteslump,6,4,5,4.645566524736954,5.4731446624508475,5.228600894487166,5.1364603,5.2182584
concreteslump,6,6,2,4.645566524736954,5.796737117901826,5.516311981573716,5.391572,5.3510094
autompg,8,6,10,2.360382458356033,2.8178438203595224,2.621341931293806,2.501903,2.4638839
concreteslump,7,2,2,4.566542180564559,4.733979822545107,4.693085394405909,4.6982493,4.7285805
concreteslump,7,2,5,4.566542180564559,4.733979822545107,4.693085394405909,4.5843606,4.727244
concreteslump,5,6,5,4.537623003420656,5.331589214576592,4.979213694736155,4.9759307,5.1339145
concreteslump,7,2,10,4.566542180564559,4.733979822545107,4.693085394405909,4.5005774,4.7238183
concreteslump,7,4,2,4.566542180564559,5.221109187711846,4.919311953188869,4.987002,5.1272826
concreteslump,7,4,5,4.566542180564559,5.221109187711846,4.919311953188869,4.948708,5.114967
concreteslump,7,6,2,4.566542180564559,5.305498740851551,4.971930841553211,5.0263596,5.1556816
concreteslump,6,6,5,4.645566524736954,5.796737117901826,5.516311981573716,5.3610544,5.350363
concreteslump,8,2,2,4.571159615751067,4.7377715436401875,4.704785475685174,4.720375,4.7303867
concreteslump,6,4,10,4.645566524736954,5.4731446624508475,5.228600894487166,5.1566253,5.226764
concreteslump,8,2,5,4.571159615751067,4.7377715436401875,4.704785475685174,4.6658807,4.7310486
concreteslump,0,6,10,4.569236052624083,5.671930574971523,5.515125671281523,5.3673534,5.3801503
concreteslump,8,2,10,4.571159615751067,4.7377715436401875,4.704785475685174,4.5233836,4.7267733
concreteslump,8,4,2,4.571159615751067,5.381034284029187,5.025822598474951,5.104839,5.1244917
concreteslump,2,6,10,4.526178199199496,5.325274879235818,5.02873318244543,4.994601,5.172661
concreteslump,8,6,2,4.571159615751067,5.9185956162722055,5.401326354430137,5.334602,5.276592
concreteslump,8,4,5,4.571159615751067,5.381034284029187,5.025822598474951,5.1006966,5.124073
concreteslump,7,6,5,4.566542180564559,5.305498740851551,4.971930841553211,4.9921947,5.1465926
concreteslump,9,2,2,4.71644106234826,4.86504994750111,4.809771229438705,4.816132,4.8368683
concreteslump,9,2,5,4.71644106234826,4.86504994750111,4.809771229438705,4.7714763,4.833917
concreteslump,7,4,10,4.566542180564559,5.221109187711846,4.919311953188869,4.8510385,5.0798874
concreteslump,9,2,10,4.71644106234826,4.86504994750111,4.809771229438705,4.777814,4.8302917
concreteslump,9,4,2,4.71644106234826,5.276133721168007,4.994748456144643,5.0739026,5.103629
concreteslump,9,4,5,4.71644106234826,5.276133721168007,4.994748456144643,5.05342,5.0986743
concreteslump,1,6,10,4.633683861346589,6.385676376846656,5.711592681226416,6.0820565,5.7476954
concreteslump,9,6,2,4.71644106234826,5.5298430644322885,5.2366536209221675,5.324474,5.3094296
concreteslump,3,6,10,4.6467961978634875,5.631999874784417,5.200485770482989,5.197107,5.3025613
concreteslump,8,6,5,4.571159615751067,5.9185956162722055,5.401326354430137,5.2449913,5.2614236
energy,0,2,2,2.30183993103156,2.319019297533901,2.314279327552285,2.1953585,2.3174555
energy,0,2,5,2.30183993103156,2.319019297533901,2.314279327552285,1.7163397,2.315761
energy,0,4,2,2.30183993103156,2.404909132472728,2.3752158664420677,2.1639223,2.3932235
energy,0,2,10,2.30183993103156,2.319019297533901,2.314279327552285,1.3016107,2.3167567
concreteslump,8,4,10,4.571159615751067,5.381034284029187,5.025822598474951,5.0725756,5.1144023
energy,0,4,5,2.30183993103156,2.404909132472728,2.3752158664420677,1.7559016,2.392911
concreteslump,9,6,5,4.71644106234826,5.5298430644322885,5.2366536209221675,5.3353357,5.3055453
energy,0,6,2,2.30183993103156,2.4498723207219513,2.411369174116912,2.2528539,2.422521
energy,1,2,2,2.295210317336585,2.3088831423547855,2.3064993746380766,2.0272126,2.308748
concreteslump,4,6,10,4.571055291257076,5.5617595059761085,5.084361828267242,4.998792,5.2117662
energy,1,2,5,2.295210317336585,2.3088831423547855,2.3064993746380766,1.5898842,2.3086853
energy,1,2,10,2.295210317336585,2.3088831423547855,2.3064993746380766,1.1216724,2.3086522
energy,1,4,2,2.295210317336585,2.3976351849777258,2.3701309031134126,2.0518756,2.3848805
energy,0,6,5,2.30183993103156,2.4498723207219513,2.411369174116912,1.8471286,2.4236674
energy,1,4,5,2.295210317336585,2.3976351849777258,2.3701309031134126,1.5850163,2.3858242
concreteslump,9,4,10,4.71644106234826,5.276133721168007,4.994748456144643,5.010174,5.0736747
energy,0,4,10,2.30183993103156,2.404909132472728,2.3752158664420677,1.4440712,2.3911862
energy,1,6,2,2.295210317336585,2.4977310031755944,2.4690376721267677,2.1763043,2.4754303
energy,2,2,2,2.3037286958642507,2.3230396859669753,2.319189324996754,2.0664737,2.3197417
energy,2,2,5,2.3037286958642507,2.3230396859669753,2.319189324996754,1.6712409,2.3206794
energy,2,4,2,2.3037286958642507,2.420771392895837,2.387595656333248,2.1001205,2.3972597
energy,2,2,10,2.3037286958642507,2.3230396859669753,2.319189324996754,1.445924,2.319053
