F-value for bike: [3668.59653571], p-value: [6.4898415e-200]
Multiple Comparison of Means - Tukey HSD, FWER=0.05 
====================================================
group1 group2 meandiff p-adj   lower   upper  reject
     2      5   0.4227    0.0  0.3941  0.4514   True
     2      6   0.4201    0.0  0.3914  0.4487   True
     2      7   0.5371    0.0  0.5085  0.5658   True
     2      8   0.5355    0.0  0.5069  0.5642   True
     2      9   0.5336    0.0   0.505  0.5622   True
     2     10  -0.2219    0.0 -0.2505 -0.1933   True
     2     11  -0.2237    0.0 -0.2523 -0.1951   True
     2     12  -0.2297    0.0 -0.2583  -0.201   True
     2     13   0.2101    0.0  0.1815  0.2387   True
     2     14   0.2077    0.0  0.1791  0.2363   True
     2     15   0.2062    0.0  0.1776  0.2349   True
     2     16   0.4058    0.0  0.3772  0.4344   True
     2     17   0.4043    0.0  0.3757  0.4329   True
     2     18   0.4024    0.0  0.3738  0.4311   True
     3      4   0.4086    0.0  0.3799  0.4372   True
     3      5   0.4061    0.0  0.3774  0.4347   True
     3      6   0.4034    0.0  0.3748   0.432   True
     3      7   0.5205    0.0  0.4919  0.5491   True
     3      8   0.5189    0.0  0.4902  0.5475   True
     3      9   0.5169    0.0  0.4883  0.5456   True
     3     10  -0.2386    0.0 -0.2672 -0.2099   True
     3     11  -0.2404    0.0  -0.269 -0.2117   True
     3     12  -0.2463    0.0  -0.275 -0.2177   True
     3     13   0.1934    0.0  0.1648  0.2221   True
     3     14    0.191    0.0  0.1624  0.2197   True
     3     15   0.1896    0.0  0.1609  0.2182   True
     3     16   0.3891    0.0  0.3605  0.4178   True
     3     17   0.3876    0.0   0.359  0.4163   True
     3     18   0.3858    0.0  0.3571  0.4144   True
     4      5  -0.0025    1.0 -0.0311  0.0261  False
     4      6  -0.0051    1.0 -0.0338  0.0235  False
     4      7   0.1119    0.0  0.0833  0.1406   True
     4      8   0.1103    0.0  0.0817  0.1389   True
     4      9   0.1084    0.0  0.0797   0.137   True
     4     10  -0.6471    0.0 -0.6757 -0.6185   True
     4     11  -0.6489    0.0 -0.6775 -0.6203   True
     4     12  -0.6549    0.0 -0.6835 -0.6263   True
     4     13  -0.2151    0.0 -0.2438 -0.1865   True
     4     14  -0.2175    0.0 -0.2461 -0.1889   True
     4     15   -0.219    0.0 -0.2476 -0.1904   True
     4     16  -0.0194 0.6048 -0.0481  0.0092  False
     4     17  -0.0209 0.4666 -0.0496  0.0077  False
     4     18  -0.0228 0.3093 -0.0514  0.0058  False
     5      6  -0.0026    1.0 -0.0313   0.026  False
     5      7   0.1144    0.0  0.0858  0.1431   True
     5      8   0.1128    0.0  0.0842  0.1414   True
     5      9   0.1109    0.0  0.0822  0.1395   True
     5     10  -0.6446    0.0 -0.6732  -0.616   True
     5     11  -0.6464    0.0  -0.675 -0.6178   True
     5     12  -0.6524    0.0  -0.681 -0.6238   True
     5     13  -0.2126    0.0 -0.2413  -0.184   True
     5     14   -0.215    0.0 -0.2436 -0.1864   True
     5     15  -0.2165    0.0 -0.2451 -0.1879   True
     5     16  -0.0169 0.8146 -0.0456  0.0117  False
     5     17  -0.0184 0.6953 -0.0471  0.0102  False
     5     18  -0.0203 0.5237 -0.0489  0.0083  False
     6      7   0.1171    0.0  0.0884  0.1457   True
     6      8   0.1155    0.0  0.0868  0.1441   True
     6      9   0.1135    0.0  0.0849  0.1422   True
     6     10   -0.642    0.0 -0.6706 -0.6133   True
     6     11  -0.6438    0.0 -0.6724 -0.6151   True
     6     12  -0.6497    0.0 -0.6784 -0.6211   True
     6     13    -0.21    0.0 -0.2386 -0.1813   True
     6     14  -0.2124    0.0  -0.241 -0.1837   True
     6     15  -0.2138    0.0 -0.2425 -0.1852   True
     6     16  -0.0143  0.949 -0.0429  0.0144  False
     6     17  -0.0158 0.8862 -0.0444  0.0129  False
     6     18  -0.0176   0.76 -0.0463   0.011  False
     7      8  -0.0016    1.0 -0.0303   0.027  False
     7      9  -0.0036    1.0 -0.0322  0.0251  False
     7     10   -0.759    0.0 -0.7877 -0.7304   True
     7     11  -0.7608    0.0 -0.7895 -0.7322   True
     7     12  -0.7668    0.0 -0.7955 -0.7382   True
     7     13  -0.3271    0.0 -0.3557 -0.2984   True
     7     14  -0.3294    0.0 -0.3581 -0.3008   True
     7     15  -0.3309    0.0 -0.3596 -0.3023   True
     7     16  -0.1314    0.0   -0.16 -0.1027   True
     7     17  -0.1328    0.0 -0.1615 -0.1042   True
     7     18  -0.1347    0.0 -0.1634 -0.1061   True
     8      9  -0.0019    1.0 -0.0306  0.0267  False
     8     10  -0.7574    0.0  -0.786 -0.7288   True
     8     11  -0.7592    0.0 -0.7879 -0.7306   True
     8     12  -0.7652    0.0 -0.7938 -0.7366   True
     8     13  -0.3254    0.0 -0.3541 -0.2968   True
     8     14  -0.3278    0.0 -0.3565 -0.2992   True
     8     15  -0.3293    0.0 -0.3579 -0.3007   True
     8     16  -0.1297    0.0 -0.1584 -0.1011   True
     8     17  -0.1312    0.0 -0.1599 -0.1026   True
     8     18  -0.1331    0.0 -0.1617 -0.1045   True
     9     10  -0.7555    0.0 -0.7841 -0.7268   True
     9     11  -0.7573    0.0 -0.7859 -0.7286   True
     9     12  -0.7633    0.0 -0.7919 -0.7346   True
     9     13  -0.3235    0.0 -0.3521 -0.2949   True
     9     14  -0.3259    0.0 -0.3545 -0.2973   True
     9     15  -0.3274    0.0  -0.356 -0.2987   True
     9     16  -0.1278    0.0 -0.1564 -0.0992   True
     9     17  -0.1293    0.0 -0.1579 -0.1007   True
     9     18  -0.1312    0.0 -0.1598 -0.1025   True
    10     11  -0.0018    1.0 -0.0304  0.0268  False
    10     12  -0.0078    1.0 -0.0364  0.0208  False
    10     13    0.432    0.0  0.4033  0.4606   True
    10     14   0.4296    0.0   0.401  0.4582   True
    10     15   0.4281    0.0  0.3995  0.4567   True
    10     16   0.6277    0.0  0.5991  0.6563   True
    10     17   0.6262    0.0  0.5976  0.6548   True
    10     18   0.6243    0.0  0.5957  0.6529   True
    11     12   -0.006    1.0 -0.0346  0.0226  False
    11     13   0.4338    0.0  0.4052  0.4624   True
    11     14   0.4314    0.0  0.4028    0.46   True
    11     15   0.4299    0.0  0.4013  0.4585   True
    11     16   0.6295    0.0  0.6009  0.6581   True
    11     17    0.628    0.0  0.5994  0.6566   True
    11     18   0.6261    0.0  0.5975  0.6547   True
    12     13   0.4398    0.0  0.4111  0.4684   True
    12     14   0.4374    0.0  0.4087   0.466   True
    12     15   0.4359    0.0  0.4073  0.4645   True
    12     16   0.6355    0.0  0.6068  0.6641   True
    12     17    0.634    0.0  0.6053  0.6626   True
    12     18   0.6321    0.0  0.6035  0.6607   True
    13     14  -0.0024    1.0  -0.031  0.0262  False
    13     15  -0.0039    1.0 -0.0325  0.0248  False
    13     16   0.1957    0.0  0.1671  0.2243   True
    13     17   0.1942    0.0  0.1656  0.2228   True
    13     18   0.1923    0.0  0.1637   0.221   True
    14     15  -0.0015    1.0 -0.0301  0.0272  False
    14     16   0.1981    0.0  0.1695  0.2267   True
    14     17   0.1966    0.0   0.168  0.2252   True
    14     18   0.1947    0.0  0.1661  0.2233   True
    15     16   0.1996    0.0  0.1709  0.2282   True
    15     17   0.1981    0.0  0.1694  0.2267   True
    15     18   0.1962    0.0  0.1676  0.2248   True
    16     17  -0.0015    1.0 -0.0301  0.0271  False
    16     18  -0.0034    1.0  -0.032  0.0253  False
    17     18  -0.0019    1.0 -0.0305  0.0268  False
----------------------------------------------------

F-value for pol: [3549.30177079], p-value: [9.37151658e-199]
Multiple Comparison of Means - Tukey HSD, FWER=0.05 
====================================================
group1 group2 meandiff p-adj   lower   upper  reject
----------------------------------------------------
     1      2   0.0007    1.0 -0.0124  0.0137  False
     1      3   0.0048 0.9977 -0.0082  0.0179  False
     1      4   0.1918    0.0  0.1788  0.2048   True
     1      5   0.1903    0.0  0.1773  0.2033   True
     1      6   0.1914    0.0  0.1783  0.2044   True
     1      7   0.3948    0.0  0.3818  0.4078   True
     1      8   0.4005    0.0  0.3874  0.4135   True
     1      9   0.3949    0.0  0.3818  0.4079   True
     1     10  -0.0547    0.0 -0.0677 -0.0416   True
     1     11  -0.0548    0.0 -0.0679 -0.0418   True
     1     12  -0.0551    0.0 -0.0682 -0.0421   True
     1     13   0.1122    0.0  0.0992  0.1252   True
     1     14   0.1116    0.0  0.0985  0.1246   True
     1     15   0.1122    0.0  0.0991  0.1252   True
     1     16   0.2389    0.0  0.2258  0.2519   True
     1     17   0.2389    0.0  0.2259  0.2519   True
     1     18   0.2394    0.0  0.2264  0.2525   True
     2      3   0.0042 0.9996 -0.0089  0.0172  False
     2      4   0.1911    0.0  0.1781  0.2042   True
     2      5   0.1896    0.0  0.1766  0.2027   True
     2      6   0.1907    0.0  0.1777  0.2037   True
     2      7   0.3941    0.0  0.3811  0.4072   True
     2      8   0.3998    0.0  0.3868  0.4128   True
     2      9   0.3942    0.0  0.3812  0.4073   True
     2     10  -0.0553    0.0 -0.0683 -0.0423   True
     2     11  -0.0555    0.0 -0.0685 -0.0425   True
     2     12  -0.0558    0.0 -0.0688 -0.0428   True
     2     13   0.1115    0.0  0.0985  0.1246   True
     2     14   0.1109    0.0  0.0979   0.124   True
     2     15   0.1115    0.0  0.0985  0.1245   True
     2     16   0.2382    0.0  0.2252  0.2513   True
     2     17   0.2382    0.0  0.2252  0.2513   True
     2     18   0.2388    0.0  0.2257  0.2518   True
     3      4    0.187    0.0  0.1739     0.2   True
     3      5   0.1855    0.0  0.1724  0.1985   True
     3      6   0.1865    0.0  0.1735  0.1996   True
     3      7     0.39    0.0  0.3769   0.403   True
     3      8   0.3957    0.0  0.3826  0.4087   True
     3      9   0.3901    0.0   0.377  0.4031   True
     3     10  -0.0595    0.0 -0.0725 -0.0464   True
     3     11  -0.0597    0.0 -0.0727 -0.0466   True
     3     12    -0.06    0.0  -0.073 -0.0469   True
     3     13   0.1074    0.0  0.0943  0.1204   True
     3     14   0.1068    0.0  0.0937  0.1198   True
     3     15   0.1073    0.0  0.0943  0.1204   True
     3     16   0.2341    0.0   0.221  0.2471   True
     3     17   0.2341    0.0   0.221  0.2471   True
     3     18   0.2346    0.0  0.2216  0.2476   True
     4      5  -0.0015    1.0 -0.0145  0.0115  False
     4      6  -0.0004    1.0 -0.0135  0.0126  False
     4      7    0.203    0.0    0.19   0.216   True
     4      8   0.2087    0.0  0.1956  0.2217   True
     4      9   0.2031    0.0  0.1901  0.2161   True
     4     10  -0.2464    0.0 -0.2595 -0.2334   True
     4     11  -0.2466    0.0 -0.2597 -0.2336   True
     4     12  -0.2469    0.0   -0.26 -0.2339   True
     4     13  -0.0796    0.0 -0.0926 -0.0666   True
     4     14  -0.0802    0.0 -0.0932 -0.0672   True
     4     15  -0.0796    0.0 -0.0927 -0.0666   True
     4     16   0.0471    0.0  0.0341  0.0601   True
     4     17   0.0471    0.0  0.0341  0.0601   True
     4     18   0.0476    0.0  0.0346  0.0607   True
     5      6   0.0011    1.0  -0.012  0.0141  False
     5      7   0.2045    0.0  0.1915  0.2175   True
     5      8   0.2102    0.0  0.1971  0.2232   True
     5      9   0.2046    0.0  0.1916  0.2176   True
     5     10  -0.2449    0.0  -0.258 -0.2319   True
     5     11  -0.2451    0.0 -0.2582 -0.2321   True
     5     12  -0.2454    0.0 -0.2585 -0.2324   True
     5     13  -0.0781    0.0 -0.0911 -0.0651   True
     5     14  -0.0787    0.0 -0.0917 -0.0657   True
     5     15  -0.0781    0.0 -0.0912 -0.0651   True
     5     16   0.0486    0.0  0.0356  0.0616   True
     5     17   0.0486    0.0  0.0356  0.0616   True
     5     18   0.0491    0.0  0.0361  0.0622   True
     6      7   0.2034    0.0  0.1904  0.2165   True
     6      8   0.2091    0.0  0.1961  0.2222   True
     6      9   0.2035    0.0  0.1905  0.2166   True
     6     10   -0.246    0.0  -0.259  -0.233   True
     6     11  -0.2462    0.0 -0.2592 -0.2332   True
     6     12  -0.2465    0.0 -0.2595 -0.2335   True
     6     13  -0.0792    0.0 -0.0922 -0.0661   True
     6     14  -0.0798    0.0 -0.0928 -0.0667   True
     6     15  -0.0792    0.0 -0.0922 -0.0662   True
     6     16   0.0475    0.0  0.0345  0.0606   True
     6     17   0.0475    0.0  0.0345  0.0606   True
     6     18   0.0481    0.0   0.035  0.0611   True
     7      8   0.0057 0.9856 -0.0073  0.0187  False
     7      9   0.0001    1.0 -0.0129  0.0131  False
     7     10  -0.4494    0.0 -0.4625 -0.4364   True
     7     11  -0.4496    0.0 -0.4627 -0.4366   True
     7     12  -0.4499    0.0  -0.463 -0.4369   True
     7     13  -0.2826    0.0 -0.2956 -0.2696   True
     7     14  -0.2832    0.0 -0.2962 -0.2702   True
     7     15  -0.2826    0.0 -0.2957 -0.2696   True
     7     16  -0.1559    0.0 -0.1689 -0.1429   True
     7     17  -0.1559    0.0 -0.1689 -0.1429   True
     7     18  -0.1554    0.0 -0.1684 -0.1423   True
     8      9  -0.0056 0.9878 -0.0186  0.0074  False
     8     10  -0.4551    0.0 -0.4682 -0.4421   True
     8     11  -0.4553    0.0 -0.4683 -0.4423   True
     8     12  -0.4556    0.0 -0.4686 -0.4426   True
     8     13  -0.2883    0.0 -0.3013 -0.2752   True
     8     14  -0.2889    0.0 -0.3019 -0.2759   True
     8     15  -0.2883    0.0 -0.3013 -0.2753   True
     8     16  -0.1616    0.0 -0.1746 -0.1486   True
     8     17  -0.1616    0.0 -0.1746 -0.1485   True
     8     18   -0.161    0.0 -0.1741  -0.148   True
     9     10  -0.4495    0.0 -0.4626 -0.4365   True
     9     11  -0.4497    0.0 -0.4628 -0.4367   True
     9     12    -0.45    0.0 -0.4631  -0.437   True
     9     13  -0.2827    0.0 -0.2957 -0.2696   True
     9     14  -0.2833    0.0 -0.2963 -0.2703   True
     9     15  -0.2827    0.0 -0.2958 -0.2697   True
     9     16   -0.156    0.0  -0.169  -0.143   True
     9     17   -0.156    0.0  -0.169 -0.1429   True
     9     18  -0.1554    0.0 -0.1685 -0.1424   True
    10     11  -0.0002    1.0 -0.0132  0.0128  False
    10     12  -0.0005    1.0 -0.0135  0.0125  False
    10     13   0.1669    0.0  0.1538  0.1799   True
    10     14   0.1662    0.0  0.1532  0.1793   True
    10     15   0.1668    0.0  0.1538  0.1798   True
    10     16   0.2935    0.0  0.2805  0.3066   True
    10     17   0.2936    0.0  0.2805  0.3066   True
    10     18   0.2941    0.0  0.2811  0.3071   True
    11     12  -0.0003    1.0 -0.0133  0.0127  False
    11     13    0.167    0.0   0.154  0.1801   True
    11     14   0.1664    0.0  0.1534  0.1795   True
    11     15    0.167    0.0   0.154    0.18   True
    11     16   0.2937    0.0  0.2807  0.3068   True
    11     17   0.2937    0.0  0.2807  0.3068   True
    11     18   0.2943    0.0  0.2812  0.3073   True
    12     13   0.1673    0.0  0.1543  0.1804   True
    12     14   0.1667    0.0  0.1537  0.1798   True
    12     15   0.1673    0.0  0.1543  0.1803   True
    12     16    0.294    0.0   0.281  0.3071   True
    12     17    0.294    0.0   0.281  0.3071   True
    12     18   0.2946    0.0  0.2815  0.3076   True
    13     14  -0.0006    1.0 -0.0136  0.0124  False
    13     15     -0.0    1.0 -0.0131   0.013  False
    13     16   0.1267    0.0  0.1136  0.1397   True
    13     17   0.1267    0.0  0.1137  0.1397   True
    13     18   0.1272    0.0  0.1142  0.1403   True
    14     15   0.0006    1.0 -0.0125  0.0136  False
    14     16   0.1273    0.0  0.1143  0.1403   True
    14     17   0.1273    0.0  0.1143  0.1403   True
    14     18   0.1279    0.0  0.1148  0.1409   True
    15     16   0.1267    0.0  0.1137  0.1398   True
    15     17   0.1267    0.0  0.1137  0.1398   True
    15     18   0.1273    0.0  0.1142  0.1403   True
    16     17      0.0    1.0  -0.013  0.0131  False
    16     18   0.0006    1.0 -0.0125  0.0136  False
    17     18   0.0005    1.0 -0.0125  0.0136  False
----------------------------------------------------

F-value for pumadyn32nm: [1801.05225345], p-value: [5.44614425e-175]
Multiple Comparison of Means - Tukey HSD, FWER=0.05 
====================================================
group1 group2 meandiff p-adj   lower   upper  reject
----------------------------------------------------
     1      2  -0.0019    1.0 -0.0511  0.0473  False
     1      3   0.0003    1.0 -0.0489  0.0495  False
     1      4   0.8306    0.0  0.7814  0.8798   True
     1      5   0.8306    0.0  0.7814  0.8798   True
     1      6   0.8306    0.0  0.7814  0.8798   True
     1      7   0.8299    0.0  0.7807   0.879   True
     1      8   0.8299    0.0  0.7807   0.879   True
     1      9   0.8298    0.0  0.7807   0.879   True
     1     10  -0.0545 0.0146 -0.1037 -0.0053   True
     1     11  -0.0535 0.0183 -0.1027 -0.0043   True
     1     12  -0.0545 0.0146 -0.1037 -0.0053   True
     1     13   0.8307    0.0  0.7815  0.8799   True
     1     14   0.8306    0.0  0.7814  0.8798   True
     1     15   0.8306    0.0  0.7814  0.8798   True
     1     16   0.8301    0.0  0.7809  0.8793   True
     1     17   0.8301    0.0  0.7809  0.8793   True
     1     18   0.8301    0.0  0.7809  0.8793   True
     2      3   0.0022    1.0  -0.047  0.0514  False
     2      4   0.8325    0.0  0.7833  0.8817   True
     2      5   0.8325    0.0  0.7833  0.8817   True
     2      6   0.8325    0.0  0.7833  0.8817   True
     2      7   0.8318    0.0  0.7826   0.881   True
     2      8   0.8318    0.0  0.7826   0.881   True
     2      9   0.8318    0.0  0.7826   0.881   True
     2     10  -0.0525 0.0233 -0.1017 -0.0034   True
     2     11  -0.0516 0.0289 -0.1008 -0.0024   True
     2     12  -0.0525 0.0233 -0.1017 -0.0034   True
     2     13   0.8326    0.0  0.7834  0.8818   True
     2     14   0.8326    0.0  0.7834  0.8817   True
     2     15   0.8325    0.0  0.7833  0.8817   True
     2     16    0.832    0.0  0.7828  0.8812   True
     2     17    0.832    0.0  0.7828  0.8812   True
     2     18    0.832    0.0  0.7828  0.8812   True
     3      4   0.8303    0.0  0.7811  0.8795   True
     3      5   0.8303    0.0  0.7811  0.8795   True
     3      6   0.8303    0.0  0.7811  0.8795   True
     3      7   0.8295    0.0  0.7803  0.8787   True
     3      8   0.8295    0.0  0.7803  0.8787   True
     3      9   0.8295    0.0  0.7803  0.8787   True
     3     10  -0.0548 0.0135  -0.104 -0.0056   True
     3     11  -0.0539 0.0169 -0.1031 -0.0047   True
     3     12  -0.0548 0.0135  -0.104 -0.0056   True
     3     13   0.8303    0.0  0.7811  0.8795   True
     3     14   0.8303    0.0  0.7811  0.8795   True
     3     15   0.8303    0.0  0.7811  0.8795   True
     3     16   0.8298    0.0  0.7806   0.879   True
     3     17   0.8298    0.0  0.7806   0.879   True
     3     18   0.8298    0.0  0.7806   0.879   True
     4      5     -0.0    1.0 -0.0492  0.0492  False
     4      6     -0.0    1.0 -0.0492  0.0492  False
     4      7  -0.0007    1.0 -0.0499  0.0485  False
     4      8  -0.0007    1.0 -0.0499  0.0485  False
     4      9  -0.0007    1.0 -0.0499  0.0485  False
     4     10  -0.8851    0.0 -0.9342 -0.8359   True
     4     11  -0.8841    0.0 -0.9333 -0.8349   True
     4     12  -0.8851    0.0 -0.9343 -0.8359   True
     4     13   0.0001    1.0 -0.0491  0.0493  False
     4     14      0.0    1.0 -0.0492  0.0492  False
     4     15      0.0    1.0 -0.0492  0.0492  False
     4     16  -0.0005    1.0 -0.0497  0.0487  False
     4     17  -0.0005    1.0 -0.0497  0.0487  False
     4     18  -0.0005    1.0 -0.0497  0.0487  False
     5      6     -0.0    1.0 -0.0492  0.0492  False
     5      7  -0.0007    1.0 -0.0499  0.0485  False
     5      8  -0.0007    1.0 -0.0499  0.0485  False
     5      9  -0.0007    1.0 -0.0499  0.0485  False
     5     10  -0.8851    0.0 -0.9342 -0.8359   True
     5     11  -0.8841    0.0 -0.9333 -0.8349   True
     5     12  -0.8851    0.0 -0.9342 -0.8359   True
     5     13   0.0001    1.0 -0.0491  0.0493  False
     5     14      0.0    1.0 -0.0491  0.0492  False
     5     15      0.0    1.0 -0.0492  0.0492  False
     5     16  -0.0005    1.0 -0.0497  0.0487  False
     5     17  -0.0005    1.0 -0.0497  0.0487  False
     5     18  -0.0005    1.0 -0.0497  0.0487  False
     6      7  -0.0007    1.0 -0.0499  0.0485  False
     6      8  -0.0007    1.0 -0.0499  0.0485  False
     6      9  -0.0007    1.0 -0.0499  0.0485  False
     6     10   -0.885    0.0 -0.9342 -0.8359   True
     6     11  -0.8841    0.0 -0.9333 -0.8349   True
     6     12   -0.885    0.0 -0.9342 -0.8359   True
     6     13   0.0001    1.0 -0.0491  0.0493  False
     6     14   0.0001    1.0 -0.0491  0.0492  False
     6     15      0.0    1.0 -0.0492  0.0492  False
     6     16  -0.0005    1.0 -0.0497  0.0487  False
     6     17  -0.0005    1.0 -0.0497  0.0487  False
     6     18  -0.0005    1.0 -0.0497  0.0487  False
     7      8      0.0    1.0 -0.0492  0.0492  False
     7      9     -0.0    1.0 -0.0492  0.0492  False
     7     10  -0.8843    0.0 -0.9335 -0.8351   True
     7     11  -0.8834    0.0 -0.9326 -0.8342   True
     7     12  -0.8843    0.0 -0.9335 -0.8351   True
     7     13   0.0008    1.0 -0.0484    0.05  False
     7     14   0.0008    1.0 -0.0484    0.05  False
     7     15   0.0008    1.0 -0.0484    0.05  False
     7     16   0.0003    1.0 -0.0489  0.0495  False
     7     17   0.0003    1.0 -0.0489  0.0495  False
     7     18   0.0003    1.0 -0.0489  0.0495  False
     8      9     -0.0    1.0 -0.0492  0.0492  False
     8     10  -0.8843    0.0 -0.9335 -0.8351   True
     8     11  -0.8834    0.0 -0.9326 -0.8342   True
     8     12  -0.8843    0.0 -0.9335 -0.8351   True
     8     13   0.0008    1.0 -0.0484    0.05  False
     8     14   0.0008    1.0 -0.0484    0.05  False
     8     15   0.0008    1.0 -0.0484    0.05  False
     8     16   0.0003    1.0 -0.0489  0.0495  False
     8     17   0.0003    1.0 -0.0489  0.0495  False
     8     18   0.0003    1.0 -0.0489  0.0495  False
     9     10  -0.8843    0.0 -0.9335 -0.8351   True
     9     11  -0.8834    0.0 -0.9326 -0.8342   True
     9     12  -0.8843    0.0 -0.9335 -0.8351   True
     9     13   0.0008    1.0 -0.0484    0.05  False
     9     14   0.0008    1.0 -0.0484    0.05  False
     9     15   0.0008    1.0 -0.0484    0.05  False
     9     16   0.0003    1.0 -0.0489  0.0495  False
     9     17   0.0003    1.0 -0.0489  0.0495  False
     9     18   0.0003    1.0 -0.0489  0.0495  False
    10     11   0.0009    1.0 -0.0483  0.0501  False
    10     12     -0.0    1.0 -0.0492  0.0492  False
    10     13   0.8851    0.0  0.8359  0.9343   True
    10     14   0.8851    0.0  0.8359  0.9343   True
    10     15   0.8851    0.0  0.8359  0.9343   True
    10     16   0.8846    0.0  0.8354  0.9338   True
    10     17   0.8846    0.0  0.8354  0.9338   True
    10     18   0.8846    0.0  0.8354  0.9338   True
    11     12  -0.0009    1.0 -0.0501  0.0483  False
    11     13   0.8842    0.0   0.835  0.9334   True
    11     14   0.8842    0.0   0.835  0.9334   True
    11     15   0.8842    0.0   0.835  0.9334   True
    11     16   0.8837    0.0  0.8345  0.9329   True
    11     17   0.8837    0.0  0.8345  0.9329   True
    11     18   0.8837    0.0  0.8345  0.9328   True
    12     13   0.8851    0.0  0.8359  0.9343   True
    12     14   0.8851    0.0  0.8359  0.9343   True
    12     15   0.8851    0.0  0.8359  0.9343   True
    12     16   0.8846    0.0  0.8354  0.9338   True
    12     17   0.8846    0.0  0.8354  0.9338   True
    12     18   0.8846    0.0  0.8354  0.9338   True
    13     14     -0.0    1.0 -0.0492  0.0492  False
    13     15     -0.0    1.0 -0.0492  0.0492  False
    13     16  -0.0005    1.0 -0.0497  0.0487  False
    13     17  -0.0005    1.0 -0.0497  0.0487  False
    13     18  -0.0006    1.0 -0.0497  0.0486  False
    14     15     -0.0    1.0 -0.0492  0.0492  False
    14     16  -0.0005    1.0 -0.0497  0.0487  False
    14     17  -0.0005    1.0 -0.0497  0.0487  False
    14     18  -0.0005    1.0 -0.0497  0.0487  False
    15     16  -0.0005    1.0 -0.0497  0.0487  False
    15     17  -0.0005    1.0 -0.0497  0.0487  False
    15     18  -0.0005    1.0 -0.0497  0.0487  False
    16     17     -0.0    1.0 -0.0492  0.0492  False
    16     18     -0.0    1.0 -0.0492  0.0492  False
    17     18     -0.0    1.0 -0.0492  0.0492  False
----------------------------------------------------

F-value for elevators: [678.36457044], p-value: [5.65214547e-141]
Multiple Comparison of Means - Tukey HSD, FWER=0.05 
====================================================
group1 group2 meandiff p-adj   lower   upper  reject
----------------------------------------------------
     1      2  -0.0008    1.0 -0.0358  0.0342  False
     1      3  -0.0014    1.0 -0.0364  0.0336  False
     1      4   0.1945    0.0  0.1595  0.2295   True
     1      5    0.194    0.0   0.159   0.229   True
     1      6   0.1928    0.0  0.1578  0.2278   True
     1      7   0.4768    0.0  0.4417  0.5118   True
     1      8   0.4779    0.0  0.4429  0.5129   True
     1      9   0.4785    0.0  0.4435  0.5135   True
     1     10  -0.0138 0.9952 -0.0488  0.0212  False
     1     11  -0.0144 0.9924 -0.0494  0.0206  False
     1     12  -0.0138 0.9952 -0.0488  0.0212  False
     1     13   0.0875    0.0  0.0525  0.1226   True
     1     14   0.0914    0.0  0.0564  0.1264   True
     1     15    0.087    0.0   0.052  0.1221   True
     1     16   0.3213    0.0  0.2862  0.3563   True
     1     17   0.3207    0.0  0.2857  0.3557   True
     1     18   0.3217    0.0  0.2867  0.3567   True
     2      3  -0.0006    1.0 -0.0356  0.0344  False
     2      4   0.1953    0.0  0.1603  0.2303   True
     2      5   0.1948    0.0  0.1598  0.2299   True
     2      6   0.1936    0.0  0.1586  0.2286   True
     2      7   0.4776    0.0  0.4426  0.5126   True
     2      8   0.4787    0.0  0.4437  0.5137   True
     2      9   0.4793    0.0  0.4443  0.5144   True
     2     10   -0.013 0.9976  -0.048   0.022  False
     2     11  -0.0135 0.9961 -0.0486  0.0215  False
     2     12   -0.013 0.9977  -0.048  0.0221  False
     2     13   0.0884    0.0  0.0534  0.1234   True
     2     14   0.0922    0.0  0.0572  0.1272   True
     2     15   0.0879    0.0  0.0529  0.1229   True
     2     16   0.3221    0.0  0.2871  0.3571   True
     2     17   0.3215    0.0  0.2865  0.3565   True
     2     18   0.3226    0.0  0.2875  0.3576   True
     3      4   0.1959    0.0  0.1609  0.2309   True
     3      5   0.1954    0.0  0.1604  0.2304   True
     3      6   0.1942    0.0  0.1592  0.2292   True
     3      7   0.4782    0.0  0.4432  0.5132   True
     3      8   0.4793    0.0  0.4443  0.5143   True
     3      9   0.4799    0.0  0.4449  0.5149   True
     3     10  -0.0124 0.9986 -0.0474  0.0226  False
     3     11   -0.013 0.9976  -0.048   0.022  False
     3     12  -0.0124 0.9987 -0.0474  0.0226  False
     3     13    0.089    0.0  0.0539   0.124   True
     3     14   0.0928    0.0  0.0578  0.1278   True
     3     15   0.0885    0.0  0.0534  0.1235   True
     3     16   0.3227    0.0  0.2877  0.3577   True
     3     17   0.3221    0.0  0.2871  0.3571   True
     3     18   0.3231    0.0  0.2881  0.3581   True
     4      5  -0.0005    1.0 -0.0355  0.0346  False
     4      6  -0.0017    1.0 -0.0367  0.0333  False
     4      7   0.2823    0.0  0.2473  0.3173   True
     4      8   0.2834    0.0  0.2484  0.3184   True
     4      9    0.284    0.0   0.249  0.3191   True
     4     10  -0.2083    0.0 -0.2433 -0.1733   True
     4     11  -0.2089    0.0 -0.2439 -0.1738   True
     4     12  -0.2083    0.0 -0.2433 -0.1732   True
     4     13  -0.1069    0.0 -0.1419 -0.0719   True
     4     14  -0.1031    0.0 -0.1381 -0.0681   True
     4     15  -0.1074    0.0 -0.1424 -0.0724   True
     4     16   0.1268    0.0  0.0918  0.1618   True
     4     17   0.1262    0.0  0.0912  0.1612   True
     4     18   0.1273    0.0  0.0922  0.1623   True
